x,y,label
1.9142325653282466,-0.5388761040269204,1
-3.8099951136232204,0.11894229187678475,-1
-2.929344701476841,-1.6610368970391234,-1
0.37309434407208236,-0.42279050474979596,1
0.5932569471086773,4.1432430668170985,1
0.5932569471086773,-2.125379294147621,1
0.37309434407208236,1.82153108127461,1
-0.5075560680742971,-1.8545128958343307,-1
0.5932569471086773,-3.0540640883646164,-1
-0.06723086200110738,-0.30670490547267154,1
-1.3882064802206766,1.0863222858528216,-1
-1.1680438771840818,0.7380654880214484,-1
0.8134195501452721,1.3958838839251535,-1
-0.9478812741474869,-1.0806089006535011,-1
0.8134195501452721,3.6015102701905177,1
2.5747203744380314,-0.8097425023402107,1
-2.4890194954036513,0.002856692599660308,-1
3.2352081835478157,-0.30670490547267154,1
1.033582153181867,-0.500180904267879,1
-2.2688568923670562,-0.5388761040269204,-1
-2.709182098440246,-0.8097425023402107,-1
1.473907359255057,-0.1519241064365056,1
-3.1495073045134356,-1.8545128958343307,-1
3.6755333896210054,2.1310926793469416,1
1.033582153181867,-1.3514752989667915,1
-0.7277186711108921,-2.7831976900513262,-1
2.3545577714014363,6.5810406516367115,1
-0.28739346503770224,-1.9319032953524138,-1
-2.929344701476841,-1.893208095593372,-1
2.3545577714014363,-2.7058072905332433,-1
-2.2688568923670562,-1.0806089006535011,1
-0.06723086200110738,1.0089318863347387,1
-0.7277186711108921,-1.31278009920775,1
-1.8285316862938665,-2.7058072905332433,-1
-0.06723086200110738,2.2084830788650245,1
-0.06723086200110738,-0.5775713037859619,-1
2.3545577714014363,0.8541510872985728,1
2.3545577714014363,4.375414265371347,1
-0.7277186711108921,2.3632638779011907,1
-1.3882064802206766,-0.07453370691842265,-1
-2.048694289330461,-1.5062560980029573,-1
-0.28739346503770224,0.6606750885033654,1
-3.3696699075500307,2.8663014747687297,1
-0.5075560680742971,3.021082273804896,1
-2.2688568923670562,-0.46148570450883747,-1
-1.6083690832572715,0.3898086901900751,1
-0.28739346503770224,-1.1966944999306255,-1
-0.28739346503770224,-0.5001809042678791,-1
1.4740130572107342,0.8223769837179969,1
-0.06723086200110738,-0.8687288905308396,-1
1.2538308365478171,2.2622788853878887,-1
0.1528788136061324,-0.42279050474979596,1
0.5932569471086773,1.5080899820002387,1
-0.7277186711108921,-2.131385334615471,-1
0.1528788136061324,-1.3202627953397216,-1
1.0335821531818669,0.8683903892036881,1
1.2537976835478169,0.5476647953589408,1
-0.30743803243620206,0.04378809914999949,1
-1.1680438771840818,-0.07605229604620875,-1
0.8134204774362823,-0.42279050474979596,1
0.593256947108677,-0.8687288905308396,1
0.8134204774362823,-0.07605229604620875,1
-0.28739346503770224,-0.42279050474979596,-1
-1.8285098508518667,2.1310926793469416,1
2.334651866328598,-0.8097425023402107,1
-2.5091293711109413,0.3549082222321426,-1
1.7142326673963,0.8683903892036881,1
1.0335821531818669,-1.9610000017043148,1
-0.9478811248542604,1.395883779712248,-1
-2.3288778406450413,-1.4180995905771415,1
0.5932569471086773,0.19928427222831328,1
1.2537976835478169,0.5476647953589408,-1
-1.3881972484062104,-1.3202627953397216,-1
-0.06723086200110738,-0.8687288905308396,-1
1.473907359255057,-0.1519241064365056,1
1.2537976835478169,-1.0541809994442463,-1
0.8134204774362823,0.04378809914999949,-1
1.2538308365478171,0.5476647953589408,-1
0.8134204774362823,1.282956485609022,1
-0.9478812741474869,-0.8571254833650438,1
0.3730943440720824,0.8683903892036881,-1
-0.5075560680742971,0.3549082222321426,-1
0.8134204774362823,-0.42279050474979596,-1
1.473907359255057,0.8683903892036881,1
-0.9478811248542604,1.282956485609022,1
-0.5075560680742971,-0.8687288905308396,-1
0.8134204774362823,1.282956485609022,1
1.033582153181867,1.282956485609022,1
0.1528788136061324,-1.3202627953397216,1
0.8134204774362823,0.19928427222831328,1
0.8134204774362823,1.282956485609022,1
1.033582153181867,0.5476647953589408,-1
0.593256947108677,-1.3202627953397216,-1
1.2537976835478169,1.282956485609022,1
-0.5075560680742971,-0.07605229604620875,-1
0.1528788136061324,-0.8571254833650438,1
-0.30743803243620206,1.282956485609022,1
0.8134204774362823,1.282956485609022,-1
0.8134204774362823,1.282956485609022,1
-0.30743803243620206,-0.07605229604620875,-1
1.2537976835478169,0.8683903892036881,1
1.2537976835478169,0.8683903892036881,1
0.1528788136061324,1.282956485609022,1
0.593256947108677,-0.30670490547267154,-1
1.2537976835478169,1.282956485609022,1
1.2537976835478169,0.04378809914999949,-1
1.2537976835478169,0.19928427222831328,1
0.8134204774362823,-0.07605229604620875,1
1.2537976835478169,-0.42279050474979596,1
0.593256947108677,0.8683903892036881,1
0.8134204774362823,-0.8687288905308396,-1
0.8134204774362823,-0.30670490547267154,1
0.1528788136061324,1.282956485609022,1
1.2537976835478169,-0.07605229604620875,-1
-0.5075560680742971,0.8683903892036881,-1
0.593256947108677,0.8683903892036881,1
1.2537976835478169,1.282956485609022,1
0.8134204774362823,-0.30670490547267154,1
-0.30743803243620206,0.8683903892036881,-1
0.593256947108677,1.282956485609022,1
0.8134204774362823,0.8683903892036881,1
1.6940170349623,-0.07605229604620875,1
0.8134204774362823,0.19928427222831328,1
0.8134204774362823,0.8683903892036881,-1
1.2537976835478169,1.282956485609022,-1
0.8134204774362823,0.04378809914999949,1
-0.9478811248542604,-1.0541809994442463,-1
0.593256947108677,0.04378809914999949,-1
1.4740131139137669,-0.30670490547267154,1
1.2537976835478169,1.282956485609022,1
0.8134204774362823,-0.8687288905308396,-1
-0.30743803243620206,1.282956485609022,1
1.2537976835478169,-0.42279050474979596,1
-0.5075560680742971,1.282956485609022,-1
1.2537976835478169,1.282956485609022,1
0.593256947108677,-0.8687288905308396,-1
0.8134204774362823,0.8683903892036881,-1
1.2537976835478169,0.19928427222831328,1
0.8134204774362823,0.04378809914999949,1
0.8134204774362823,0.04378809914999949,1
